43.44,61.42,-39.49
43.92,61.42,-39.73
43.68,61.42,-39.73
43.68,61.66,-39.73
43.92,61.42,-39.73
43.68,61.42,-39.73
43.68,61.66,-39.73
43.68,61.66,-39.73
43.68,61.66,-39.97
43.68,61.66,-39.73
