0.0020086,-0.24,0.22,0.59
0.0036495,-0.24,0.22,0.59
0.004692,-0.24,0.22,0.59
0.005655,-0.24,0.22,0.59
0.0070565,-0.24,0.22,0.59
0.0081645,-0.24,0.22,0.59
0.0089668,-0.24,0.22,0.59
0.0098719,-0.24,0.22,0.59
0.0107038,-0.24,0.22,0.59
0.0115201,-0.24,0.22,0.59
0.0123164,-0.24,0.22,0.59
0.0130894,-0.24,0.22,0.59
0.0138512,-0.24,0.22,0.59
0.0146188,-0.24,0.22,0.59
0.0153904,-0.24,0.22,0.59
0.016182,-0.24,0.22,0.59
0.0169676,-0.24,0.22,0.59
0.0177819,-0.48,0.22,0.59
0.0186285,-0.48,0.22,0.59
0.0194217,-0.48,0.22,0.59
0.0202074,-0.48,0.22,0.59
0.0209914,-0.48,0.22,0.59
0.0217896,-0.48,0.22,0.59
0.0226015,-0.48,0.22,0.59
0.023386,-0.48,0.22,0.59
0.0241613,-0.48,0.22,0.59
0.0249543,-0.48,0.22,0.59
0.0257473,-0.48,0.22,0.59
0.0269013,-0.48,0.22,0.59
0.0279008,-0.48,0.22,0.59
0.0288435,-0.48,0.22,0.59
0.0296855,-0.48,0.22,0.59
0.0305338,-0.48,0.22,0.59
0.0313953,-0.48,0.22,0.59
0.03217,-0.48,0.22,0.59
0.0330161,-0.48,0.22,0.59
0.0339012,-0.24,0.22,0.59
0.0347695,-0.24,0.22,0.59
0.0355618,-0.24,0.22,0.59
0.0364226,-0.24,0.22,0.59
0.0372794,-0.24,0.22,0.59
0.0381118,-0.24,0.22,0.59
0.0393699,-0.24,0.22,0.59
0.040426,-0.24,0.22,0.59
0.0412867,-0.24,0.22,0.59
0.04215,-0.24,0.22,0.59
0.0430156,-0.24,0.22,0.59
0.0438718,-0.24,0.22,0.59
0.0447308,-0.24,0.22,0.59
0.0455927,-0.24,0.22,0.59
0.0464614,-0.24,0.22,0.59
0.0473015,-0.24,0.22,0.59
0.0480895,-0.24,0.22,0.59
0.0489491,-0.24,0.22,0.59
0.0501939,-0.48,0.22,0.59
0.051124,-0.48,0.22,0.59
0.0521802,-0.48,0.22,0.59
0.0531637,-0.48,0.22,0.59
0.0541619,-0.48,0.22,0.59
0.0551818,-0.48,0.22,0.59
0.0561537,-0.48,0.22,0.59
0.0570595,-0.48,0.22,0.59
0.0579638,-0.48,0.22,0.59
0.0586947,-0.48,0.22,0.59
0.0594769,-0.48,0.22,0.59
0.0603225,-0.48,0.22,0.59
0.0611713,-0.48,0.22,0.59
0.0620423,-0.48,0.22,0.59
0.0627758,-0.48,0.22,0.59
0.0635727,-0.48,0.22,0.59
0.0644749,-0.48,0.22,0.59
0.0653416,-0.48,0.22,0.59
0.0666783,-0.48,0.46,0.59
0.0678264,-0.48,0.46,0.59
0.0687939,-0.48,0.46,0.59
0.069761,-0.48,0.46,0.59
0.0707512,-0.48,0.46,0.59
0.0717344,-0.48,0.46,0.59
0.0726726,-0.48,0.46,0.59
0.0736418,-0.48,0.46,0.59
0.074587,-0.48,0.46,0.59
0.0755307,-0.48,0.46,0.59
0.0764989,-0.48,0.46,0.59
0.0773794,-0.48,0.46,0.59
0.0781516,-0.48,0.46,0.59
0.0789104,-0.48,0.46,0.59
0.0796735,-0.48,0.46,0.59
0.080433,-0.48,0.46,0.59
0.0811932,-0.48,0.46,0.59
0.0819901,-0.24,0.46,0.59
0.0827924,-0.24,0.46,0.59
0.0836595,-0.24,0.46,0.59
0.0844508,-0.24,0.46,0.59
0.085212,-0.24,0.46,0.59
0.0860154,-0.24,0.46,0.59
0.0867858,-0.24,0.46,0.59
0.0875723,-0.24,0.46,0.59
0.0883313,-0.24,0.46,0.59
0.0890868,-0.24,0.46,0.59
0.0898471,-0.24,0.46,0.59
0.0906111,-0.24,0.46,0.59
0.0913748,-0.24,0.46,0.59
0.092147,-0.24,0.46,0.59
0.0929097,-0.24,0.46,0.59
0.0936764,-0.24,0.46,0.59
0.0944341,-0.24,0.46,0.59
0.0952028,-0.24,0.46,0.59
0.0960227,-0.24,0.46,0.59
0.0968228,-0.24,0.46,0.59
0.0977164,-0.24,0.7,0.83
0.0985629,-0.24,0.7,0.83
0.0994458,-0.24,0.7,0.83
0.1004193,-0.24,0.7,0.83
0.1012211,-0.24,0.7,0.83
0.1020633,-0.24,0.7,0.83
0.1029242,-0.24,0.7,0.83
0.1037142,-0.24,0.7,0.83
0.1045543,-0.24,0.7,0.83
0.1058299,-0.24,0.7,0.83
0.1071526,-0.24,0.7,0.83
0.1082762,-0.24,0.7,0.83
0.1095748,-0.24,0.7,0.83
0.1107152,-0.24,0.7,0.83
0.112007,-0.24,0.7,0.83
0.1140526,-0.24,0.7,0.83
0.1160879,-0.24,0.7,0.83
0.1183618,-0.24,0.7,0.83
0.1203964,-0.24,0.7,0.83
0.1220194,-0.24,0.7,0.83
0.1239194,-0.24,0.7,0.83
0.1253651,-0.24,0.7,0.83
0.1265696,-0.24,0.7,0.83
0.127977,-0.24,0.7,0.83
0.1291495,-0.24,0.7,0.83
0.1302335,-0.24,0.94,0.59
0.1313383,-0.24,0.94,0.59
0.1324809,-0.24,0.94,0.59
0.1338758,-0.24,0.94,0.59
0.135368,-0.24,0.94,0.59
0.1366097,-0.24,0.94,0.59
0.137789,-0.24,0.94,0.59
0.1388425,-0.24,0.94,0.59
0.1400208,-0.24,0.94,0.59
0.1411766,-0.24,0.94,0.59
0.1422985,-0.24,0.94,0.59
0.1434229,-0.24,0.94,0.59
0.1445012,-0.24,0.94,0.59
0.1455515,-0.24,0.94,0.59
0.1466041,-0.24,0.94,0.59
0.1476695,-0.24,0.94,0.59
0.1486189,-0.24,0.7,0.59
0.1497702,-0.24,0.7,0.59
0.1507719,-0.24,0.7,0.59
0.1517644,-0.24,0.7,0.59
0.1528547,-0.24,0.7,0.59
0.1538994,-0.24,0.7,0.59
0.1548625,-0.24,0.7,0.59
0.155843,-0.24,0.7,0.59
0.1568072,-0.24,0.7,0.59
0.1578482,-0.24,0.7,0.59
0.1588347,-0.24,0.7,0.59
0.159773,-0.24,0.7,0.59
0.1607087,-0.24,0.7,0.59
0.1616351,-0.24,0.7,0.59
0.1626011,-0.24,0.7,0.59
0.1636117,-0.24,0.7,0.59
0.1646441,-0.24,0.94,0.59
0.1701824,-0.24,0.94,0.59
0.1713884,-0.24,0.94,0.59
0.1724081,-0.24,0.94,0.59
0.1734407,-0.24,0.94,0.59
0.1743703,-0.24,0.94,0.59
0.1754689,-0.24,0.94,0.59
0.1764871,-0.24,0.94,0.59
0.1775476,-0.24,0.94,0.59
0.1785802,-0.24,0.94,0.59
0.1796581,-0.24,0.94,0.59
0.1807093,-0.24,2.14,1.07
0.1817061,-0.24,2.14,1.07
0.1826609,-0.24,2.14,1.07
0.1838713,-0.24,2.14,1.07
0.1849552,-0.24,2.14,1.07
0.1859305,-0.24,2.14,1.07
0.1869171,-0.24,2.14,1.07
0.1878745,-0.24,2.14,1.07
0.1891067,-0.24,2.14,1.07
0.1904061,-0.24,2.14,1.07
0.1914991,-0.24,2.14,1.07
0.1925481,-0.24,2.14,1.07
0.1935174,-0.24,2.14,1.07
0.1944739,-0.24,2.14,1.07
0.1954536,-0.24,2.14,1.07
0.1964388,-0.48,2.62,0.59
0.197424,-0.48,2.62,0.59
0.1983884,-0.48,2.62,0.59
0.1993468,-0.48,2.62,0.59
0.2006496,-0.48,2.62,0.59
0.2019019,-0.48,2.62,0.59
0.2029582,-0.48,2.62,0.59
0.2039408,-0.48,2.62,0.59
0.2051295,-0.48,2.62,0.59
0.2061031,-0.48,2.62,0.59
0.2070674,-0.48,2.62,0.59
0.2080411,-0.48,2.62,0.59
0.2090298,-0.48,2.62,0.59
0.2101983,-0.48,2.62,0.59
0.2113333,-0.48,2.62,0.59
0.2123792,-0.24,3.1,0.59
0.2135713,-0.24,3.1,0.59
0.214505,-0.24,3.1,0.59
0.2155029,-0.24,3.1,0.59
0.21672,-0.24,3.1,0.59
0.2180224,-0.24,3.1,0.59
0.2191311,-0.24,3.1,0.59
0.2201375,-0.24,3.1,0.59
0.2211419,-0.24,3.1,0.59
0.2221855,-0.24,3.1,0.59
0.2232252,-0.24,3.1,0.59
0.2242192,-0.24,3.1,0.59
0.2252181,-0.24,3.1,0.59
0.2261942,-0.24,3.1,0.59
0.2271702,-0.24,3.1,0.59
0.2281467,-0.48,4.06,0.59
0.2291039,-0.48,4.06,0.59
0.2301033,-0.48,4.06,0.59
0.2310903,-0.48,4.06,0.59
